f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
0.8974899336460431,0.7151893663724195,0.2744374763579866,0.5448831829968969,0.6470840379973322,0.6458941130666561,1.2276185561156407,0.8917730007820798,-0.0025060424449703245,0.3834415188257777,female
0.5448025449685057,0.5288949197529045,0.11307630813150416,0.925596638292661,-0.2587104792816797,0.08712929970154071,-0.09974519830292972,0.832619845547938,1.302892041259401,0.8700121482468192,female
0.6092976452410488,0.7991585642167236,-0.06631019853835762,0.7805291762864555,-0.3196609613273925,0.6399210213275238,1.250323187178581,0.9446689170495839,-0.34233595231120517,0.4146619399905236,female
0.775373706263742,0.7742336894342167,-0.060946353227453565,0.5684339488686485,0.7591074126615299,0.6176354970758771,2.1583122188373496,0.6169339968747569,0.03528198283173889,0.6818202991034834,male
0.803399640307344,0.43703195379934145,-0.2909579544782932,0.06022547162926983,0.35643824492508513,0.6706378696181594,-0.26465699079411686,0.1289262976548533,-0.5359752393780397,0.3637107709426226,female
0.4864412927601574,0.43860151346232035,0.06565114818808138,0.10204481074802807,0.9112010493515921,0.16130951788499626,0.4240664578302704,0.2532916025397821,0.10678214334377487,0.24442559200160274,female
0.050489391302343686,0.11037514116430513,0.7340822624329846,0.1381829513486138,0.13035955837856192,0.3687251706609641,-0.3759697414666525,0.09710127579306127,0.5551754982658934,0.09609840789396307,female
0.44374125080038757,0.4686512016477016,0.8608994062854265,0.604845519745046,0.36490601543430007,0.039187792254320675,0.43704526148754663,0.1201965612131689,-0.23906021520061865,0.11872771895424405,male
0.47439190766991995,0.41426299451466997,0.4972621676161914,0.6924721193700198,0.039840787027135754,0.2653894909394454,-0.21900443014909093,0.09394051075844168,1.4525695018565155,0.9292961975762141,male
0.586422215747632,0.6674103799636817,0.5313972899005021,0.7163272041185655,-0.4743977989231284,0.18319136200711683,1.2666250140313726,0.020107546187493552,0.6366345706503054,0.004695476192547066,male
0.28015030294488835,0.27000797319216485,0.852972119457982,0.9621885451174382,0.8439171096226058,0.5761573344178369,-0.8635443984329895,0.5722519057908734,2.0538254941033927,0.952749011516985,male
0.8672348708087595,0.8464086724711278,0.39124413972221866,0.29743695085513366,0.13326494707328163,0.39650574084698464,-1.1062251522801017,0.5812728726358587,0.19443936541409135,0.6925315900777659,female
0.41187692266976467,0.5013243819267023,0.540628302515119,0.6439901992296374,-0.08535187153108681,0.6063932141279244,1.225832658700306,0.30157481667454933,0.33878376025097984,0.29007760721044407,female
0.4869474535274491,0.42876870094576613,-0.13104007853610966,0.29828232595603077,0.5737618271077193,0.5908727612481732,0.2961827547920525,0.6532008198571336,0.4376021779324108,0.43141843543397396,male
0.09059133201046626,0.36756187004789653,0.6471990950484667,0.8919233550156721,0.6426885136178755,0.7038885835403663,1.2132424957044181,0.9194826137446735,0.8943767511281994,0.9988470065678665,female
1.0498576265781472,0.8681260573682142,1.3401049587901956,0.6155595642838442,1.2039615712703735,0.8480082293222344,0.40513837621311405,0.5691007386145933,0.5225584309983159,0.06916699545513805,male
0.5211121573827021,0.45354268267806885,1.6935744227905634,0.8663823259286292,0.5080735474702742,0.855803342392611,0.0784981452465246,0.3599780644783639,0.7850207623227143,0.17162967726144052,male
0.34673611407695504,0.05433798833925363,-0.3605313983970136,0.01852179446061397,-0.4293775698185166,0.22392468806038013,1.8110459026015309,0.9280812934655909,0.20168517347586173,0.03183892953130785,female
0.3045623770720726,0.6214784014997635,0.5332301903350076,0.23789282137450862,-0.4324146000846766,0.613965955965896,-0.11801336672209062,0.589909976354571,0.3711669948933857,0.31194499547960186,male
-0.02066295341879143,0.20984374897512215,0.9713449369930166,0.9443723899839336,0.348777430407209,0.4904588086175671,0.7611164981806877,0.25435648177039294,1.4528741108824768,0.4344166255581208,male
0.5590650295141025,0.6963434888154595,-0.4982195591646047,0.1796036775596348,0.020609383990494785,0.06724963146324858,1.1049978175395267,0.4536968445560453,1.0593348811857695,0.8966712930403421,female
0.18837257353643294,0.21689698439847394,0.40452135120822313,0.26332237673715064,1.2020416619109895,0.7583786538361414,0.07585258165012326,0.38346389417189797,1.7636275989865027,0.8310484552361904,male
0.8618887369322266,0.8726506554473953,0.28906197658077404,0.7980468339125637,0.9997428907974841,0.9527916569719446,-0.5109124206165807,0.21550767711355845,1.4579049762432779,0.7308558067701578,male
0.016433294818405858,0.21331197736748198,0.4647783791504104,0.025662718054531575,1.443961994945373,0.42468546875150626,2.5596017509644984,0.4635754243648107,0.855309887304135,0.5867843464581688,female
0.27171055320296494,0.11753185596203308,-0.1950968937651691,0.1320681063451533,1.4389415670440147,0.39605970280729375,-0.8770344042591842,0.18327983621407862,0.1153033977789028,0.48805628064895457,male
1.0131174435648305,0.940431945252813,-0.41067735297264474,0.7486636198505473,0.781893362913585,0.08342243544201855,0.7786929435171667,0.5844760689557689,0.422217459976036,0.29214752679254885,male
0.24473536911283053,0.10029394226549782,0.4414541071362346,0.9295293167921905,1.6822695202733366,0.7851529120231378,-1.1545195770086156,0.5864101661863267,1.3457119113817386,0.4856275959346229,female
0.5867695987762868,0.8765052453165908,0.891744454358784,0.9615701545414985,1.0438879809000263,0.9493188224156814,1.073224540674278,0.7992025873523917,0.02251442333342968,0.874287966624947,female
1.2785315036020513,0.8489435553129182,0.01457085009865729,0.01323685775889949,-0.2480064424969926,0.14814086094816503,0.8655222734983914,0.47837030703998806,0.4924996869337552,0.6394725163987236,female
-0.04644770765919021,0.13690027168559893,0.2963370411269221,0.18984791190275796,-0.7720928658641542,0.22431702897473926,0.7316636531000426,0.8621915174216833,0.7896609250229193,0.9608346580630002,male
0.5712709131860738,0.7740473326986388,0.3676074204724387,0.08110138998799676,-0.8543634852067953,0.23223414217094274,0.723117822256794,0.05342718178682526,0.5077408609152954,0.011427458625031028,male
-0.10183083716843544,0.14694664540037505,-0.09644583421919706,0.08960303423860538,-0.6656924134278142,0.24536720985284477,-0.795447723063617,0.5573687913239169,0.3677745822154421,0.7270442627113283,male
0.4688832934975811,0.1314827992911276,0.5170168348653006,0.3015986344809425,0.07941241248076308,0.45614056680047965,0.2805078864337986,0.6956254456388572,1.2249209181771357,0.3799269559001205,female
0.801040516459686,0.7885455123065187,1.1543660857432556,0.6969972417249873,1.431618006004318,0.7774075618487531,-0.032837509599427384,0.37381313793256143,0.32100630813414144,0.272821902424467,female
-0.14850067961912838,0.19705428018563964,-0.11958849559530615,0.044612301254114084,0.7226641807868558,0.07695644698663273,-0.5009495189541588,0.3068100995451961,1.720710414713278,0.9594333408334251,male
0.2410059516872205,0.03536243575549092,-0.13076732865899487,0.5100168523182502,1.4324938379996457,0.6813925106038379,0.10166011280949662,0.1288605654663202,1.5775044070048505,0.9564057227959488,male
0.6880949170817274,0.903983954928237,0.7197370864466679,0.4569114216457658,-0.5048924875129414,0.45860396176858587,1.697788965339496,0.399025321703102,1.2421095614005786,0.6900250201912274,male
0.13434953890348286,0.3277204015571189,0.789179858579787,0.6360610554471413,-0.05385315384051767,0.16053882248525642,-0.874431933547987,0.9591666030352225,1.3430725362566542,0.5909841653236849,male
0.5805088375171805,0.45722345335385706,0.21696026928259193,0.5757511620448724,0.34666299967540903,0.9088437184127384,-0.4996004624352076,0.15941446344895593,0.6009753540989351,0.3984342586196771,female
0.6318122542533646,0.42403225188984195,0.5776947443207954,0.8490383084285108,1.8283787603032424,0.9589827218634736,-0.9929119794517661,0.3567068904025429,0.44738598325835893,0.18523232523618394,male
1.0547480448641315,0.9292914173027139,1.1221763396233377,0.9453015334790795,0.43724776505695384,0.4541623969075518,0.3964097145383385,0.23274412927905685,-0.022720765738077922,0.03307459147550562,male
0.4105918123854188,0.42879572249823783,0.4080417925707258,0.2519409882460929,0.8841030475916519,0.2531911937228519,2.144989791257069,0.01203622289765427,0.534453488693426,0.6184802595127479,male
1.0644273573498109,0.9903450015608939,0.6690406285057501,0.16295442604660537,1.2724084203032455,0.49030534654873714,-0.2342838616512673,0.0653042071517802,0.23991563197118576,0.2883984973314939,female
0.6796744300123305,0.662504571532676,1.0143991153696128,0.6658591175591877,-0.05042314251320723,0.4240889884358493,-0.813272015589501,0.28705151991962974,0.45502920043134887,0.414856869333564,male
0.7039291372368288,0.8286569145557378,-0.03066987549078863,0.046007310887296926,1.2781506748272642,0.34851936949256324,0.5644857825086951,0.9854914276432976,1.5055567461619743,0.9049483455499269,female
1.12314697661033,0.9920112434144741,0.02808962524246461,0.1059061548822322,0.34054559338434415,0.2334202554680963,-0.060620883710808274,0.05835635898058866,0.6621418206143578,0.8817202123338397,female
0.15219127897961954,0.37905689607742854,0.5873441631056437,0.7487882575401331,0.021649141456778848,0.171853099047643,0.6164651166168765,0.3044684073773195,0.8422230618585709,0.23774182601563876,male
0.8055379287672177,0.9425835996979304,0.8435941560228164,0.8672894054624648,1.077284981415132,0.7507648618863519,0.6999808941778096,0.9679655666042271,0.06750747701864579,0.45182168266975964,male
0.3765521415550616,0.29279403144051885,0.09958955804494146,0.4174863747960118,1.474900676617396,0.604117804020882,0.7236097896423681,0.89538588428821,0.6511153037099384,0.5468849016694222,female
0.5174961331312884,0.5922304187618368,1.3974592439475817,0.4067333458357483,0.3981388881303214,0.2716527676061459,1.0723228702750118,0.40171353537959864,0.7680383897471861,0.5058663838253084,male
0.4610323965923916,0.37303486388074747,0.5267396683018752,0.7505950229289875,0.4707088163716673,0.9241587666207636,0.05894082495112683,0.04869029597552854,-0.38325293674747385,0.4461355126592019,male
0.44574998119165793,0.3484759890334971,0.7010376901702744,0.6805144811428259,0.19294139417183764,0.7105284027223456,0.5023267096312509,0.3416981148647321,1.1287600843190817,0.8792347630313271,female
0.02483106128569157,0.2826996509455366,1.5976621093427164,0.7103368289742134,-0.4538944191460441,0.3726790698209955,1.2702319248313987,0.922111461767193,0.06723468133432142,0.4059423219682837,male
0.6020267312777727,0.3426109843415903,0.5762107061839157,0.2790679482285984,0.7417826386134382,0.11570323332709365,1.7187402731975125,0.695270005904686,0.7325906903733751,0.9488610207205074,female
0.4596577344503707,0.647196653894036,0.13977128470985234,0.5887396099702882,0.6860383790463012,0.016871673370039697,1.1853177634641963,0.8136786497018634,0.6741884226944223,0.33396486959680916,female
0.08306438223164977,0.09724292563242465,1.0361551866836645,0.5199523745708382,-0.23200246864818908,0.09088573203240946,-0.47905003568570037,0.41030156269012563,0.18679691028739842,0.8869607812174175,male
0.2238566129624139,0.13346147093493443,1.5513172502981893,0.8717857347554929,1.6188758643568688,0.922347981796633,0.7159730498298844,0.9233060678891631,0.8979858886748233,0.9682864102942973,female
-0.2151694422684315,0.03603381742856948,0.3856191114696069,0.38913467710118577,-0.36423289104918277,0.3000289194759296,0.5101477527633529,0.8863046660865599,0.5787456376587898,0.9078755943543261,female
